cipher -->  Rotor: 320508704 --> yuaarftfsssjepokpstfikosizalrlftcansulniadpaftbsrwtayfaeispsislca --> Plugs:['ep', 'hm', 'ar', 'cg', 'oz'] --->  jkeradtbussbreodestfiklsioaladfternsulfirderftbyawenyfruisesislgr
cipher -->  Rotor: 323719417 --> ozatxbyjcyslgzyayyzhacaxrbolixmceajxuuyysymaunycmxcxecypaujrucuku --> Plugs:['ox', 'ty', 'qv', 'cd', 'ru'] --->  xzkrpetjdtslustattehaharrbejiordeavorrttstparntdnodxortnanpuicrdr
cipher -->  Rotor: 300816225 --> ybreivarljgpvzwnkivopysepikopkypipjkpkfxolspwfiiypvnjjeepskieqxpi --> Plugs:['kt', 'ep', 'ly', 'hz', 'dv'] --->  vbrwidarengedbantidooltheitoetleiejtetnhoysewfiilednjmapeseifmxgi
cipher -->  Rotor: 517203401 --> umemjdgonyykmctuduttymerykovpoxyotgqmttnoqtdkdwmmmohqkotquktohfau --> Plugs:['qs', 'fk', 'eo', 'iy', 'dt'] --->  gmomytveniofmedutudulmorifevpedyedgsmddhesdtrvwmimefstedsuwdeakao
cipher -->  Rotor: 519415709 --> bnhmizmqcmiwmzkycmjoazkltabactgmgtlmficbmmthvmzmlwphcttegpbzmsnmu --> Plugs:['em', 'rz', 'bq', 'ij', 'fo'] --->  unheerebceczermyceirarkltawattlsinleoicqeethbefeeevscttmlpqreszep
cipher -->  Rotor: 506724118 --> cfeffdcgpfitilpabmhvuvgkdmjezrumemsffexfdfffzkefyffsduniqifzrbpyk --> Plugs:['hu', 'fn', 'go', 'lq', 'vw'] --->  ckeradconootiqpjreuwhiotqwjkzrdmemsfaedngfnfzkensnneehtilingtbpna
cipher -->  Rotor: 618511814 --> hjztpogcqtpgnoiqqilxqskiazqtbqgnizitykilidctzmiduigalpibxqzjmiiqd --> Plugs:['eq', 'sz', 'ju', 'ab', 'mp'] --->  mustpoioetmxnoceeilxernigserikwnatitydilidctsfwicoibomiatesupited
cipher -->  Rotor: 619702201 --> thsdtbgypsdutvuhtjhvdylhhkcvldhuphytuitwjgaolvcwvudghtflhahsbphlv --> Plugs:['ov', 'eh', 'ij', 'ad', 'fx'] --->  uesmtbgnnsoutouetireayltekcocdespehtuigwigevoontouatetxlegusyverw
cipher -->  Rotor: 703116418 --> adizhzgimtdcbcexekctdsseccicecwsxuvvftsuzuqicmztfccccebsnztuekdax --> Plugs:['wx', 'cs', 'hz', 'mr', 'gk'] --->  ayahzrmintdhisveapetnccessesesxctubvvtsalusisthtfshssebsnstuegdaw
cipher -->  Rotor: 718225824 --> zamrsaamqupcvghhpqhkmkkhgsqkhvylktdwlkqqmsdmkimckdnzygnzavkqkkuhk --> Plugs:['ek', 'oq', 'ct', 'gz', 'ns'] --->  quarmeemouptyrerpoheyeehzsoehvdlecdtleormsdheomtrdssyzsvavedeeuhe
cipher -->  Rotor: 120706319 --> yarsfsflxhlyinrdfxapggfqggffogpvfwgftxsyrdlfeddkhmffwlkpotwfdbtfw --> Plugs:['ef', 'ix', 'ku', 'cq', 'dt'] --->  dadsmhelihoyhqrteiromdecogedogdhewkedisbrthedttudmeeplugowietudek
cipher -->  Rotor: 101805412 --> wntukaodftzgoeymnrpptkjwgrkoyonkryirioyfkuouoflovxotzxyskoatotroy --> Plugs:['ek', 'fu', 'sy', 'gp', 'jx'] --->  dhtfeaudutspoksenrygqnwwcrertonersdriessefffodmovjotitsyetatotrox
